pH,tds,turbidity,bod,cod,temperature,heavy_metals,intended_reuse,recipe_class,alum_dose,polymer_dose,chlorine_dose,antiscalant_dose
6.27,589,158,82,277,21,0,Cooling,recipe_2,38.61,0.85,2.68,0.0
7.37,1750,28,331,199,22,0,Washing,recipe_3,48.34,1.51,3.84,3.82
5.74,1439,162,141,342,16,1,Cooling,recipe_3,36.06,1.43,4.67,3.34
7.54,2804,2,385,227,20,0,Washing,recipe_3,38.0,1.57,3.57,3.87
6.74,1102,96,389,608,23,0,Irrigation,recipe_3,48.69,1.42,3.23,3.82
6.42,1713,110,334,42,17,0,Industrial,recipe_3,52.44,1.49,4.73,4.5
8.19,1791,146,393,494,34,1,Construction,recipe_3,42.97,1.36,3.4,4.72
8.63,370,90,249,93,19,0,Cooling,recipe_4,9.71,0.22,1.93,2.44
6.25,2692,31,340,238,24,0,Irrigation,recipe_3,41.58,1.53,4.11,3.79
7.67,382,2,259,605,17,1,Industrial,recipe_3,53.18,1.44,3.31,3.69
6.44,2865,164,347,573,31,0,Irrigation,recipe_3,53.43,1.57,3.6,3.78
7.85,859,125,171,320,25,0,Industrial,recipe_3,42.22,1.25,3.87,3.92
8.64,1822,7,332,673,24,1,Industrial,recipe_3,53.81,1.63,4.43,4.04
7.29,1659,54,76,81,36,0,Washing,recipe_2,38.57,1.12,2.45,0.0
6.87,538,187,67,307,16,0,Industrial,recipe_2,31.9,1.15,2.86,0.0
6.12,1498,119,370,338,34,0,Construction,recipe_3,51.38,1.4,3.75,4.02
5.35,1580,142,324,37,29,1,Washing,recipe_3,48.31,1.34,3.71,4.52
7.62,2489,190,117,100,33,0,Washing,recipe_3,46.54,1.28,4.28,4.11
7.54,1863,108,295,399,25,0,Construction,recipe_3,52.62,1.29,3.88,3.46
8.61,2378,63,310,238,35,1,Construction,recipe_3,42.08,1.74,3.67,3.33
7.45,1990,50,130,108,26,1,Construction,recipe_3,40.44,1.57,3.43,3.89
6.37,2970,123,156,692,37,0,Cooling,recipe_3,38.58,1.28,3.59,3.48
5.8,2358,25,171,591,28,0,Irrigation,recipe_3,36.24,1.34,3.44,3.71
7.57,458,146,198,43,29,1,Washing,recipe_3,44.98,1.38,3.53,3.33
6.08,490,89,152,452,32,1,Cooling,recipe_3,43.83,1.37,4.3,3.77
6.34,1484,177,376,291,17,1,Irrigation,recipe_3,53.28,1.25,4.2,4.22
7.74,533,185,35,747,34,0,Construction,recipe_3,44.93,1.64,3.62,4.36
8.77,1340,56,48,461,17,0,Irrigation,recipe_3,44.35,1.46,3.27,4.29
8.07,1525,72,294,318,20,0,Industrial,recipe_3,44.63,1.37,4.67,4.0
6.16,1947,47,383,285,21,1,Washing,recipe_3,52.43,1.22,3.32,4.01
7.87,2015,56,325,235,27,0,Washing,recipe_3,47.84,1.33,4.45,4.08
7.66,2155,163,241,417,27,0,Irrigation,recipe_3,40.65,1.25,4.65,4.37
5.64,948,97,386,166,33,1,Construction,recipe_3,38.87,1.47,3.92,4.64
5.39,2698,38,82,52,20,0,Washing,recipe_4,8.36,0.22,2.03,3.37
5.3,1183,13,225,118,16,1,Irrigation,recipe_3,44.76,1.57,4.33,3.38
6.87,1230,89,255,202,16,0,Construction,recipe_4,11.98,0.22,1.65,3.28
8.27,1370,126,271,655,16,1,Washing,recipe_3,43.54,1.54,3.93,4.52
5.12,2353,90,113,722,22,0,Industrial,recipe_3,41.82,1.63,4.68,3.35
7.36,480,39,130,561,17,0,Washing,recipe_2,40.3,0.88,3.3,0.0
6.06,730,50,231,297,23,0,Construction,recipe_2,29.97,0.85,3.58,0.0
7.27,1835,26,307,514,38,0,Irrigation,recipe_3,38.3,1.49,3.42,4.35
5.17,2697,145,94,621,18,1,Cooling,recipe_3,44.4,1.68,4.09,3.76
5.86,1021,37,226,775,26,1,Washing,recipe_3,41.44,1.31,4.34,4.59
7.55,2373,142,53,627,19,1,Construction,recipe_3,44.29,1.72,3.32,3.66
8.29,1732,191,119,173,23,0,Irrigation,recipe_3,46.45,1.31,3.73,4.51
6.14,2429,82,22,686,23,1,Cooling,recipe_3,47.12,1.73,3.95,3.66
8.0,2596,15,206,564,22,1,Industrial,recipe_3,36.3,1.58,4.0,3.8
8.9,2971,7,362,727,22,0,Cooling,recipe_3,42.99,1.39,4.55,4.77
5.95,1601,25,234,592,25,0,Irrigation,recipe_3,42.83,1.51,4.38,4.65
5.81,236,107,377,60,25,0,Washing,recipe_4,8.72,0.19,1.81,3.3
7.71,316,162,36,750,40,1,Irrigation,recipe_3,45.9,1.49,4.65,4.63
5.19,886,16,77,790,38,1,Irrigation,recipe_3,45.78,1.51,3.93,4.53
5.09,1650,160,88,361,30,1,Irrigation,recipe_3,51.6,1.22,4.27,4.18
7.88,2356,144,59,121,26,0,Industrial,recipe_3,42.18,1.24,3.91,4.4
5.95,2253,151,393,334,25,0,Industrial,recipe_3,50.71,1.45,4.2,4.75
6.88,2260,31,281,686,39,0,Washing,recipe_3,52.74,1.24,4.25,4.65
7.5,1947,162,261,276,28,0,Industrial,recipe_3,45.67,1.77,4.62,3.3
8.11,1971,196,362,544,19,1,Irrigation,recipe_3,53.0,1.66,3.34,4.63
8.19,222,100,158,580,24,1,Cooling,recipe_3,51.38,1.77,3.59,4.11
7.89,403,136,12,576,29,0,Construction,recipe_2,40.88,0.93,3.04,0.0
5.0,838,105,116,103,35,1,Irrigation,recipe_3,45.13,1.34,3.53,4.48
6.27,542,152,79,690,38,1,Washing,recipe_3,48.5,1.4,4.53,3.7
5.12,656,24,110,759,31,0,Irrigation,recipe_3,36.35,1.64,4.74,4.42
8.42,1971,171,114,760,34,1,Industrial,recipe_3,39.39,1.6,4.37,3.23
6.26,746,48,90,548,29,1,Construction,recipe_3,47.62,1.53,4.46,3.37
6.2,1688,80,186,552,18,1,Construction,recipe_3,46.54,1.73,3.62,3.77
6.06,229,122,395,442,32,1,Cooling,recipe_3,36.3,1.49,3.54,4.74
6.35,2517,158,129,105,22,0,Irrigation,recipe_3,41.36,1.44,4.44,3.38
8.52,911,162,302,40,27,0,Cooling,recipe_3,51.59,1.77,4.59,3.73
6.72,2179,186,164,740,34,0,Construction,recipe_3,37.75,1.45,4.15,3.45
8.65,521,73,344,696,21,0,Washing,recipe_3,40.54,1.76,3.74,4.43
8.65,744,116,114,224,34,0,Irrigation,recipe_2,32.3,0.85,3.48,0.0
7.38,2531,67,190,90,22,1,Washing,recipe_3,47.28,1.76,3.23,4.49
5.91,2321,125,20,277,18,1,Irrigation,recipe_3,53.61,1.56,4.12,4.22
7.3,919,133,128,145,32,0,Construction,recipe_2,35.99,1.17,3.39,0.0
8.68,2611,179,22,790,23,0,Washing,recipe_3,49.38,1.63,3.38,4.03
8.37,1875,154,305,326,31,1,Cooling,recipe_3,52.27,1.63,4.07,3.53
8.5,910,169,256,42,21,1,Cooling,recipe_3,47.86,1.43,3.96,3.45
5.63,2740,143,18,149,29,1,Irrigation,recipe_3,52.26,1.79,4.28,3.57
5.29,673,15,300,213,39,1,Industrial,recipe_3,46.22,1.62,4.35,4.7
5.69,212,36,298,228,29,0,Washing,recipe_4,9.1,0.18,2.14,3.07
7.72,2223,152,278,170,32,0,Washing,recipe_3,40.61,1.34,3.81,4.29
7.4,1696,75,111,71,15,0,Washing,recipe_4,9.19,0.18,2.02,3.18
7.9,467,42,257,206,26,1,Washing,recipe_3,49.34,1.77,3.82,4.51
5.24,866,87,311,386,30,1,Cooling,recipe_3,36.71,1.37,4.48,3.22
6.61,2865,39,177,675,24,1,Construction,recipe_3,48.31,1.45,4.56,4.33
7.3,713,88,348,305,26,1,Industrial,recipe_3,36.33,1.6,3.3,4.25
7.26,2021,148,362,168,30,1,Irrigation,recipe_3,39.42,1.71,3.91,4.02
6.11,2820,87,385,112,38,1,Industrial,recipe_3,51.16,1.51,3.38,3.69
6.34,2469,45,389,725,16,1,Cooling,recipe_3,51.32,1.7,3.27,4.53
7.61,525,94,318,614,24,1,Irrigation,recipe_3,48.76,1.5,3.93,3.77
7.26,505,160,200,385,33,1,Washing,recipe_3,40.5,1.21,4.47,3.52
7.32,2512,68,84,157,24,1,Cooling,recipe_3,43.98,1.55,4.51,4.37
7.32,1873,50,122,619,34,0,Cooling,recipe_3,45.99,1.23,3.3,4.27
7.31,1966,150,385,157,38,0,Construction,recipe_3,48.21,1.69,4.15,4.57
5.99,2629,147,347,721,16,1,Cooling,recipe_3,36.93,1.7,3.64,3.56
8.67,2111,133,212,672,38,1,Industrial,recipe_3,51.67,1.34,4.0,3.63
7.53,769,181,143,722,34,0,Construction,recipe_3,36.49,1.56,3.82,4.64
5.42,2063,172,230,87,40,0,Irrigation,recipe_3,51.02,1.27,4.78,3.29
8.64,417,121,319,415,40,0,Cooling,recipe_3,38.11,1.76,4.74,4.5
5.89,2597,163,168,543,26,1,Irrigation,recipe_3,45.48,1.34,3.33,3.8
8.42,1296,46,116,580,23,0,Washing,recipe_3,43.97,1.76,4.43,4.16
5.6,562,151,159,665,38,1,Irrigation,recipe_3,50.16,1.57,4.51,3.53
7.91,2372,177,206,532,28,1,Industrial,recipe_3,51.7,1.68,3.75,4.43
8.22,565,171,319,224,21,0,Industrial,recipe_3,44.17,1.24,3.63,3.6
7.43,2982,108,333,272,24,0,Washing,recipe_3,53.63,1.44,3.9,4.73
8.99,2731,131,326,159,18,0,Washing,recipe_3,46.88,1.24,4.04,4.45
5.13,1663,178,26,531,20,1,Industrial,recipe_3,50.3,1.3,4.09,3.37
6.87,2162,18,195,128,29,1,Irrigation,recipe_3,53.3,1.65,3.58,4.35
6.86,614,59,83,46,38,1,Washing,recipe_4,11.32,0.21,1.69,3.18
7.64,725,73,277,90,37,1,Irrigation,recipe_3,44.65,1.61,3.96,3.38
5.3,1938,57,267,783,35,0,Irrigation,recipe_3,43.32,1.67,3.75,3.44
6.88,1761,30,204,366,31,0,Cooling,recipe_2,35.99,0.99,3.32,0.0
6.35,978,198,48,732,38,0,Cooling,recipe_3,38.03,1.63,4.53,4.09
6.09,2826,26,322,784,16,1,Industrial,recipe_3,40.93,1.27,4.12,4.07
5.46,1161,45,122,478,23,0,Washing,recipe_3,52.56,1.53,3.29,4.17
5.89,2546,109,143,585,30,0,Industrial,recipe_3,42.79,1.56,4.67,3.42
8.76,2252,105,137,374,27,1,Washing,recipe_3,52.34,1.23,3.72,4.15
8.08,2990,9,271,218,31,0,Construction,recipe_3,36.17,1.44,3.29,3.47
7.63,2363,30,314,158,17,1,Industrial,recipe_3,45.58,1.76,3.86,4.72
6.26,1870,16,381,672,23,0,Construction,recipe_3,44.61,1.59,4.59,4.39
5.27,1478,52,189,247,32,0,Washing,recipe_3,48.0,1.68,4.09,4.48
7.5,1714,178,48,260,30,1,Cooling,recipe_3,50.0,1.43,3.22,4.51
7.87,2421,161,180,631,15,1,Irrigation,recipe_3,50.23,1.5,4.33,3.35
7.51,2854,73,331,86,40,1,Irrigation,recipe_3,52.38,1.71,4.76,3.58
7.26,1846,161,16,189,37,1,Irrigation,recipe_3,46.35,1.49,3.92,3.33
6.1,886,186,155,288,36,0,Irrigation,recipe_3,45.36,1.26,4.23,3.51
5.85,2368,166,302,164,31,1,Irrigation,recipe_3,51.81,1.59,3.31,4.76
8.27,1996,24,287,242,23,1,Irrigation,recipe_3,44.2,1.49,4.45,4.39
7.96,2852,170,311,403,16,0,Washing,recipe_3,39.85,1.41,3.45,3.63
8.0,496,69,321,290,16,1,Construction,recipe_3,38.33,1.32,3.22,3.55
5.56,470,164,15,166,39,1,Irrigation,recipe_3,41.14,1.56,4.72,4.45
7.6,2240,161,168,678,22,1,Industrial,recipe_3,39.73,1.57,3.73,4.73
6.14,831,151,368,695,30,1,Washing,recipe_3,36.13,1.76,3.87,4.43
6.95,2823,84,231,471,25,0,Construction,recipe_3,36.86,1.71,4.72,3.61
6.22,2347,161,135,740,40,0,Construction,recipe_3,44.56,1.27,3.83,4.64
8.7,807,148,131,219,33,1,Cooling,recipe_3,53.66,1.59,3.82,4.53
5.38,2944,187,253,251,31,0,Construction,recipe_3,51.98,1.41,3.49,3.54
7.91,1796,123,220,562,15,0,Construction,recipe_3,38.11,1.33,4.11,3.8
5.07,591,99,319,265,35,1,Cooling,recipe_3,45.78,1.57,3.28,3.94
8.03,2697,56,194,566,16,0,Industrial,recipe_3,37.46,1.25,3.94,4.69
8.5,1464,136,296,758,30,1,Industrial,recipe_3,43.82,1.75,4.38,4.34
5.49,2989,94,40,325,29,1,Industrial,recipe_3,52.37,1.42,3.44,4.79
6.91,2796,26,319,293,37,1,Washing,recipe_3,46.24,1.39,4.02,3.8
6.29,2260,151,356,346,26,0,Washing,recipe_3,51.63,1.8,4.17,3.58
5.04,2647,46,343,648,39,1,Construction,recipe_3,51.49,1.35,4.5,4.44
5.27,624,91,381,363,20,1,Construction,recipe_3,48.07,1.23,3.59,3.58
8.52,2011,84,377,690,24,0,Industrial,recipe_3,46.32,1.26,4.74,3.9
6.56,2649,22,176,631,36,1,Construction,recipe_3,45.68,1.59,4.32,3.31
6.1,443,79,183,362,34,0,Irrigation,recipe_2,39.54,1.09,3.05,0.0
7.86,994,67,37,90,25,0,Washing,recipe_1,18.78,0.54,1.92,0.0
8.77,1441,52,262,641,27,1,Cooling,recipe_3,43.0,1.55,4.28,4.11
5.1,1257,35,294,693,19,1,Washing,recipe_3,43.97,1.51,3.44,4.57
8.72,537,26,29,84,27,1,Cooling,recipe_2,39.07,1.12,3.21,0.0
6.25,2300,152,10,361,30,1,Construction,recipe_3,38.44,1.32,3.59,4.18
7.26,2410,116,277,388,32,1,Irrigation,recipe_3,46.11,1.76,4.54,3.91
7.6,438,37,79,288,30,1,Construction,recipe_4,11.98,0.16,1.72,2.93
6.9,797,157,62,78,29,1,Industrial,recipe_3,46.59,1.23,4.07,4.0
6.55,1446,10,70,246,35,0,Irrigation,recipe_4,11.71,0.21,2.07,3.14
8.04,2456,185,147,686,23,1,Washing,recipe_3,43.77,1.25,4.21,4.09
8.52,599,96,139,354,28,1,Irrigation,recipe_3,48.5,1.67,3.94,4.0
6.06,2736,126,13,577,15,1,Irrigation,recipe_3,50.33,1.34,4.17,4.09
7.33,2094,188,281,600,29,1,Irrigation,recipe_3,47.92,1.6,3.73,4.36
6.2,841,78,140,662,17,1,Industrial,recipe_3,49.5,1.65,3.97,3.59
7.47,1440,13,90,332,29,1,Construction,recipe_3,39.8,1.66,3.34,4.32
5.32,432,24,390,529,31,0,Construction,recipe_3,39.88,1.69,3.91,4.36
5.05,1405,43,36,364,36,0,Industrial,recipe_4,11.28,0.23,2.13,2.85
8.25,2190,31,110,464,28,1,Construction,recipe_3,52.44,1.27,3.8,3.57
5.67,1865,145,273,355,18,1,Cooling,recipe_3,38.22,1.39,4.36,3.5
5.31,2326,126,386,764,34,1,Construction,recipe_3,43.06,1.68,4.47,3.56
5.59,1378,38,64,439,39,0,Construction,recipe_2,31.36,1.16,3.07,0.0
7.74,1849,110,302,118,40,0,Irrigation,recipe_3,42.15,1.46,3.72,3.95
7.74,2579,154,311,334,32,1,Industrial,recipe_3,38.41,1.66,4.63,4.46
5.35,2216,50,38,567,29,1,Washing,recipe_3,39.49,1.21,4.09,3.32
7.35,2617,35,85,169,29,0,Construction,recipe_2,36.71,1.11,2.56,0.0
8.96,2336,136,397,81,20,1,Cooling,recipe_3,38.84,1.48,3.56,3.25
7.92,258,23,240,465,25,0,Industrial,recipe_4,10.98,0.21,1.68,2.92
6.19,2038,36,399,737,32,1,Construction,recipe_3,47.29,1.29,4.18,4.29
5.78,2279,107,17,257,15,0,Washing,recipe_3,38.28,1.23,3.63,3.76
6.55,1274,187,161,351,23,0,Cooling,recipe_3,40.98,1.35,4.63,3.78
8.07,1125,145,188,709,35,1,Cooling,recipe_3,40.29,1.58,3.39,3.67
7.51,2853,146,347,390,16,0,Irrigation,recipe_3,41.11,1.68,3.42,3.42
8.16,1512,74,159,333,28,0,Cooling,recipe_3,53.36,1.43,4.04,4.77
7.46,2841,37,308,230,29,1,Construction,recipe_3,36.7,1.6,4.4,4.31
7.25,2440,187,206,471,21,1,Irrigation,recipe_3,43.65,1.58,3.97,4.37
8.86,2136,164,260,647,22,0,Cooling,recipe_3,53.1,1.49,3.27,4.66
8.21,2806,129,156,130,37,0,Washing,recipe_3,52.33,1.8,3.23,4.38
7.52,513,124,189,615,30,0,Irrigation,recipe_3,49.39,1.2,4.13,3.55
8.46,1338,37,381,104,23,0,Cooling,recipe_3,40.73,1.63,4.77,4.45
8.61,691,88,83,335,28,0,Industrial,recipe_2,35.27,0.85,3.06,0.0
6.52,1891,176,306,711,40,1,Irrigation,recipe_3,38.6,1.47,4.58,4.45
8.92,443,88,212,791,23,1,Irrigation,recipe_3,40.82,1.3,3.56,3.3
8.77,1594,171,252,122,21,0,Construction,recipe_3,51.51,1.8,3.95,3.6
8.0,605,20,119,290,24,0,Industrial,recipe_4,8.53,0.17,2.29,3.44
5.18,1321,190,354,293,33,0,Washing,recipe_3,37.7,1.62,4.7,3.82
6.36,929,160,62,146,37,0,Cooling,recipe_4,9.91,0.23,2.23,3.18
7.93,758,139,203,43,22,0,Washing,recipe_2,29.71,1.0,2.5,0.0
5.3,1066,25,33,271,16,1,Construction,recipe_3,43.55,1.29,4.28,4.6
5.41,631,130,326,151,27,1,Irrigation,recipe_3,46.66,1.8,3.53,4.79
8.75,805,159,56,476,38,1,Irrigation,recipe_3,52.33,1.72,3.3,3.64
5.62,1619,16,397,582,22,0,Cooling,recipe_3,45.11,1.59,4.53,4.14
6.76,717,153,62,32,19,0,Cooling,recipe_1,21.51,0.48,2.11,0.0
6.56,2416,60,209,198,30,1,Construction,recipe_3,51.25,1.47,4.33,4.34
8.85,2692,68,324,48,25,1,Washing,recipe_3,39.11,1.42,3.21,4.59
5.47,2009,155,22,313,23,1,Irrigation,recipe_3,44.62,1.41,4.66,4.78
8.88,2759,90,147,671,18,1,Cooling,recipe_3,42.83,1.8,3.32,4.0
8.52,984,3,182,529,24,0,Industrial,recipe_3,44.36,1.42,3.21,4.42
7.73,534,33,213,124,21,1,Irrigation,recipe_3,53.12,1.21,3.33,3.95
6.78,2929,40,371,734,36,1,Industrial,recipe_3,43.03,1.65,3.83,3.98
8.84,1167,16,157,580,38,1,Irrigation,recipe_3,49.15,1.32,4.35,3.96
5.52,1806,130,100,124,31,0,Construction,recipe_3,52.61,1.57,4.26,3.6
5.98,2838,89,81,491,37,1,Irrigation,recipe_3,49.01,1.36,3.51,3.95
6.38,2470,2,117,260,30,0,Cooling,recipe_4,8.44,0.24,1.69,3.03
6.12,367,118,250,447,20,0,Washing,recipe_3,50.14,1.53,3.97,3.23
6.69,319,135,35,201,37,0,Construction,recipe_1,17.46,0.43,2.35,0.0
6.43,2357,91,169,273,31,0,Industrial,recipe_3,45.29,1.61,3.91,3.95
8.29,2638,59,189,412,34,0,Washing,recipe_3,43.57,1.53,4.32,3.28
8.78,2543,48,394,778,26,1,Irrigation,recipe_3,42.62,1.63,3.97,4.58
7.51,828,44,364,737,40,0,Industrial,recipe_3,44.06,1.31,3.68,4.48
7.35,1776,39,367,736,37,0,Cooling,recipe_3,43.28,1.51,4.12,4.43
7.26,239,104,243,589,39,0,Washing,recipe_3,39.89,1.57,4.02,4.78
7.63,1649,178,95,76,38,0,Irrigation,recipe_2,39.64,0.94,2.99,0.0
5.18,1827,91,260,150,32,0,Industrial,recipe_3,40.13,1.76,3.99,3.7
8.0,1707,172,247,281,19,1,Industrial,recipe_3,48.81,1.73,3.35,3.43
8.62,869,111,52,545,22,0,Irrigation,recipe_3,51.51,1.3,3.82,3.7
7.79,636,13,18,763,20,0,Cooling,recipe_4,11.07,0.21,2.1,2.76
7.52,2102,190,207,92,36,1,Industrial,recipe_3,50.98,1.21,3.81,4.26
5.9,1921,152,136,38,38,1,Cooling,recipe_3,37.87,1.36,3.56,3.79
6.38,312,166,299,536,17,0,Industrial,recipe_3,37.74,1.45,3.47,3.91
8.4,1834,95,36,375,15,0,Irrigation,recipe_3,41.05,1.39,3.41,4.14
6.11,2723,112,279,715,35,0,Irrigation,recipe_3,49.66,1.57,4.12,3.67
6.64,2148,71,277,333,24,1,Washing,recipe_3,45.08,1.73,3.68,4.72
8.07,1815,149,153,599,15,1,Cooling,recipe_3,42.56,1.22,4.29,3.32
5.62,225,65,183,461,31,0,Industrial,recipe_2,36.9,0.99,3.59,0.0
5.72,2526,41,128,796,40,1,Irrigation,recipe_3,46.05,1.27,4.26,4.34
7.4,1282,170,20,151,22,1,Industrial,recipe_3,42.61,1.58,3.45,3.86
6.11,2540,137,56,312,27,1,Construction,recipe_3,52.58,1.37,4.05,4.76
8.58,2484,2,254,398,28,0,Industrial,recipe_3,46.18,1.45,4.42,4.29
8.08,2515,145,95,684,20,0,Washing,recipe_3,41.74,1.76,3.66,3.35
6.69,2193,87,317,679,35,1,Irrigation,recipe_3,43.64,1.7,3.44,4.29
7.53,2714,120,17,751,36,1,Irrigation,recipe_3,38.32,1.64,3.94,3.74
5.19,221,177,55,556,23,1,Industrial,recipe_3,49.82,1.7,4.29,4.52
5.39,894,25,212,762,36,0,Industrial,recipe_3,36.73,1.25,4.58,4.62
6.79,2129,126,46,429,28,0,Irrigation,recipe_3,52.85,1.26,3.86,4.71
5.74,1308,68,181,409,32,0,Industrial,recipe_3,51.03,1.79,4.4,3.26
7.72,2582,173,203,397,20,0,Construction,recipe_3,37.7,1.49,3.68,3.36
5.99,987,31,269,680,23,1,Construction,recipe_3,36.14,1.56,4.22,4.66
6.57,357,80,362,639,15,0,Industrial,recipe_3,50.43,1.64,3.42,3.82
5.91,845,52,102,554,18,0,Industrial,recipe_4,8.08,0.22,2.21,2.54
6.63,2194,3,161,145,32,0,Irrigation,recipe_2,31.81,1.16,2.9,0.0
7.53,2500,176,335,537,23,1,Cooling,recipe_3,47.78,1.44,3.22,3.29
7.21,2533,193,277,704,25,0,Cooling,recipe_3,47.75,1.42,3.67,3.31
8.77,1081,101,145,480,19,1,Irrigation,recipe_3,51.25,1.45,3.53,3.35
5.39,1103,92,50,537,24,1,Cooling,recipe_3,49.23,1.62,4.21,3.89
6.17,2348,168,70,46,23,0,Irrigation,recipe_3,40.21,1.48,3.31,4.59
7.82,530,114,157,415,34,0,Industrial,recipe_4,11.38,0.17,1.87,3.42
6.37,2510,77,181,215,15,0,Irrigation,recipe_3,45.99,1.44,3.22,4.52
5.96,1510,87,397,316,16,0,Irrigation,recipe_3,46.35,1.27,4.75,4.63
7.46,1576,164,229,100,30,0,Industrial,recipe_3,39.23,1.52,3.82,3.92
6.24,2891,80,122,222,35,0,Cooling,recipe_3,39.99,1.38,4.03,4.43
5.53,1503,21,351,761,19,0,Cooling,recipe_3,50.02,1.65,3.9,4.44
7.75,1872,110,373,175,28,0,Industrial,recipe_3,44.42,1.47,3.8,3.6
6.85,2639,153,206,48,19,1,Industrial,recipe_3,43.25,1.6,4.08,4.11
8.6,403,99,222,52,17,0,Washing,recipe_4,9.45,0.16,1.94,2.59
7.88,2174,200,264,616,22,0,Irrigation,recipe_3,52.59,1.59,3.9,3.31
8.93,2048,177,358,224,40,1,Industrial,recipe_3,48.8,1.24,4.2,4.46
7.1,2845,53,389,577,24,1,Construction,recipe_3,36.32,1.4,3.29,4.22
7.31,586,117,195,324,24,0,Irrigation,recipe_2,33.56,1.02,2.76,0.0
8.49,2081,50,280,541,25,1,Cooling,recipe_3,46.79,1.46,4.78,3.63
8.94,1442,116,265,620,16,0,Washing,recipe_3,45.46,1.66,3.75,3.33
6.37,2358,110,307,688,18,0,Construction,recipe_3,48.87,1.8,3.29,4.08
8.69,1805,164,12,676,34,1,Washing,recipe_3,36.44,1.31,3.68,3.49
7.78,913,10,103,55,31,1,Washing,recipe_4,11.52,0.17,1.89,3.49
5.27,307,131,124,396,20,1,Washing,recipe_3,47.08,1.26,4.34,4.59
6.93,2793,80,304,399,29,1,Cooling,recipe_3,42.44,1.4,4.2,3.82
5.13,2295,54,134,88,25,0,Washing,recipe_3,45.68,1.38,3.72,3.51
6.83,2594,7,320,108,20,1,Irrigation,recipe_3,42.08,1.43,3.21,4.73
5.99,1853,7,209,353,24,1,Cooling,recipe_3,44.82,1.32,4.04,3.29
6.23,2845,112,90,295,35,0,Irrigation,recipe_3,44.71,1.54,3.8,4.31
8.14,2716,145,153,145,33,0,Construction,recipe_3,44.41,1.39,4.11,4.06
5.53,688,24,121,658,37,1,Washing,recipe_3,44.66,1.28,3.32,4.2
8.32,1657,129,338,454,33,0,Irrigation,recipe_3,51.06,1.44,3.9,3.75
6.72,2400,58,353,537,15,1,Industrial,recipe_3,47.17,1.48,3.31,3.78
6.44,1793,146,236,436,21,1,Construction,recipe_3,42.12,1.34,3.23,4.44
7.45,2245,170,369,189,15,0,Construction,recipe_3,37.95,1.79,3.63,4.35
6.83,2213,121,52,670,27,1,Industrial,recipe_3,40.75,1.23,4.21,3.44
6.7,1572,126,44,119,35,0,Industrial,recipe_2,30.16,0.83,3.06,0.0
6.19,455,191,63,58,36,1,Washing,recipe_3,51.42,1.27,3.73,4.29
5.7,2978,146,73,314,34,0,Industrial,recipe_3,48.33,1.57,4.19,4.32
8.97,2515,160,233,88,34,0,Cooling,recipe_3,38.49,1.75,4.27,4.31
7.64,1387,179,108,400,36,1,Cooling,recipe_3,44.82,1.24,4.32,4.65
8.94,1123,19,353,504,36,1,Construction,recipe_3,36.24,1.6,4.47,3.94
6.73,1208,62,244,69,19,0,Construction,recipe_4,9.66,0.17,1.64,3.03
5.15,2288,156,95,766,20,1,Cooling,recipe_3,52.24,1.43,3.51,3.69
5.55,2152,152,19,511,30,1,Washing,recipe_3,36.53,1.58,3.31,3.46
7.49,954,32,259,50,30,1,Cooling,recipe_3,47.69,1.22,3.32,3.82
8.72,2952,159,351,669,36,0,Irrigation,recipe_3,38.85,1.76,3.94,4.17
8.43,2962,84,249,188,40,1,Washing,recipe_3,40.22,1.72,4.38,3.81
8.06,2582,46,64,434,40,1,Washing,recipe_3,50.78,1.44,4.5,4.06
8.85,474,75,368,114,28,0,Cooling,recipe_3,39.87,1.52,3.84,3.48
5.3,2564,127,198,429,40,0,Washing,recipe_3,45.49,1.48,4.56,4.75
7.62,1971,81,138,255,33,0,Irrigation,recipe_3,43.73,1.77,3.97,3.74
6.61,739,131,336,270,32,0,Irrigation,recipe_3,46.15,1.46,3.32,4.27
8.87,681,143,323,724,30,1,Washing,recipe_3,37.98,1.27,4.41,4.14
8.31,1148,73,156,99,17,1,Washing,recipe_3,39.83,1.73,4.37,4.55
5.49,1669,65,388,234,36,0,Construction,recipe_3,53.43,1.62,4.19,4.1
8.7,2124,199,157,657,23,1,Washing,recipe_3,38.52,1.35,4.0,4.33
5.58,2732,61,239,57,34,1,Cooling,recipe_3,44.53,1.68,4.79,4.58
7.67,380,105,111,614,25,1,Washing,recipe_3,52.39,1.43,4.72,4.36
8.93,440,20,137,228,16,1,Cooling,recipe_3,39.34,1.23,3.63,4.35
5.87,778,77,30,517,19,0,Cooling,recipe_2,39.21,0.96,3.34,0.0
6.3,741,112,104,478,40,1,Irrigation,recipe_3,40.71,1.37,4.43,4.12
7.05,1932,69,183,538,32,0,Industrial,recipe_3,39.63,1.65,4.31,3.38
6.22,690,82,313,133,40,1,Industrial,recipe_3,49.94,1.44,3.78,3.85
5.42,1912,112,120,663,26,1,Washing,recipe_3,40.06,1.44,3.98,4.17
6.95,985,48,205,323,20,1,Washing,recipe_3,51.8,1.41,3.39,4.79
6.17,1039,47,50,550,35,0,Industrial,recipe_4,11.01,0.23,2.25,3.06
5.52,1696,39,83,722,34,0,Washing,recipe_3,41.96,1.66,3.76,4.33
6.51,955,20,13,276,25,1,Irrigation,recipe_2,28.07,0.91,3.34,0.0
